Company Name,Job Title,Location,Country,Job Category,Job Type,Location Type,Description,Salary,Years of Experience,Date Posted,Application Link,Website Link,Job_Board,Job_Board_Link
Confidencial,Copeiro (a),Aracaju,Brasil,Utility System Construction,Full-time,On-site,"* Preparar e servir café, chá e água; * Lavar e esterilizar copos, xícaras, pires, talheres e demais utensílios utilizados na copa; * Limpar a parte interna e externa dos armários da copa; * Limpar a máquina de fazer café, o refrigerador e o bebedouro, quando houver; * Realizar outros serviços correlatos; *Prestar os serviços em rigorosa higiene. Ensino Fundamental Completo",Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/copeiro-a-at-confidencial-3605332611?refId=%2BYy1LwJ%2F2ModQcwE9Rkhzg%3D%3D&trackingId=myAxs6YEpYSB8mQaSmguhA%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
BearingPoint,Directeur / Directrice Marketing & Communication,Paris,France,Business Consulting and Services,Full-time,On-site,"BearingPoint est le premier cabinet européen indépendant de conseil en Management et Technologie. A Paris, nos 1000 collaborateurs accompagnent les grandes entreprises et organisations de tous secteurs dans leurs enjeux de transformation et d’innovation.

Membre du CODIR et rattaché directement la Direction générale, vous aurez en charge l’élaboration et le pilotage de la stratégie de Marketing et Communication et marketing de BearingPoint pour la Région France/Belgique/Luxembourg/Afrique.

Vous serez garant du positionnement de la société, de la promotion de son identité et de son image de marque et en diffuserez le contenu auprès de toutes les équipes et en suivrez la bonne exécution opérationnelle.
Vous aurez en charge une équipe pluridisciplinaire de 8 collaborateurs, et aurez comme enjeu essentiel de la positionner en tant que Business Partners des équipes opérationnelles de consultants.

Vos missions :

Elaborer les orientations stratégiques de communication et marketing
Conseil et accompagnement de la Direction Générale dans le cadre de sa réflexion stratégique
Définition du plan de communication annuel vers nos différentes cibles (communication externe et interne, institutionnelle, web…)
Elaboration de la stratégie événementielle et de relations publiques
Rôle de conseil sur l’évolution de l’identité et du positionnement de notre marque employeur tant en interne qu’en externe
Définition de la stratégie média et éditoriale
Définition et suivi du budget annuel
Piloter le déploiement des actions de communication et marketing
Coordination des campagnes de communication
Appui à la création et à la production de supports
Développement des moyens, réseaux, actions et outils innovants permettant d’assurer la visibilité de l’entreprise
Accompagnement des changements organisationnels
Participation aux projets transversaux Corporate (RSE, campagne marque employeur/EVP…)
Pilotage de l’organisation des événements internes et externes
Pilotage des différents prestataires et intervenants extérieurs
Votre profil
De formation supérieure avec une spécialisation en marketing, vous bénéficiez d'au moins 5 ans d'expérience en tant que Directeur Marketing et Communication en B2B, acquise avec idéalement une connaissance des sujets technologiques
Vous avez une appétence pour les enjeux multiculturels / internationaux
Vous maîtrisez l’anglais professionnel (écrit et oral) permettant de travailler dans un environnement international
Reconnu par votre agilité, votre créativité et par votre réactivité, vous bénéficiez d'un excellent sens du business et du contact

La société BearingPoint s’engage à respecter la loi n° 2004-1486 du 30 décembre 2004 contre les discriminations et pour l’égalité des chances. Les informations demandées au candidat concernent uniquement sa capacité à occuper l'emploi proposé et ses aptitudes professionnelles.",Salary not mentioned,No Experience mentioned,12/05/2023,https://fr.linkedin.com/jobs/view/directeur-directrice-marketing-communication-at-bearingpoint-3605311425?refId=%2BYy1LwJ%2F2ModQcwE9Rkhzg%3D%3D&trackingId=dLjdrflyQ2AHH1435KnMkA%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card,http://www.bearingpoint.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Auxiliar Administrativo de RH (CLT Intermitente,Greater São Paulo Area,Unknown,Strategic Management Services,Full-time,On-site,"Principais atividades: - Atividades de recepção, atendimento presencial e telefônico a clientes, rotinas administrativas, controle e logística sala de aula, organização de compras para Coffee-Break, controle de planilhas de estoque - Atuar na aplicação de exames de certificação técnica na unidade (receberá treinamento especifico para a função) - Recrutamento e Seleção de profissionais de TI. Condução de processos de Recrutamento e Seleção do início ao fim. Desejável e diferencial: Inglês para conversação intermediário, fluente ou avançado É necessário: responsável, dinâmica, proativa, comprometida, pontual em relação a horários, ter boa comunicação, excelente relacionamento interpessoal, facilidade para trabalhar em equipe",Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/auxiliar-administrativo-de-rh-clt-intermitente-at-confidencial-3605334410?refId=6Zb1Glb2%2BIRboP0TC0yDVg%3D%3D&trackingId=Trb7459b9%2BqjRt4uDzQGKw%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Assistente Financeiro-Administrativo,Greater São Paulo Area,Unknown,Nursing Homes and Residential Care Facilities,Full-time,On-site,"- Controle financeiro utilizando sistema de controle de clínica médica; - Atuação em contas a pagar / a receber - pagamento de contas - Conciliações bancárias - Elaboração de planilhas administrativas (despesas, repasses médicos) e relatórios - Auxílio na gestão de RH / Folha de pagamento de funcionários (não é o processamento da folha) Conhecimento Excel Sistema Integrado Experiência comprovada na área financeira e administrativa, de preferência em clínicas médicas e/ou hospitais ou operadores de planos de saude;",Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/assistente-financeiro-administrativo-at-confidencial-3605332619?refId=6Zb1Glb2%2BIRboP0TC0yDVg%3D%3D&trackingId=6u15N7ByolB4gv7Jq0CofQ%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Cacau Show,Operador de loja/vendedor,Greater São Paulo Area,Unknown,Sugar and Confectionery Product Manufacturing,Full-time,On-site,"Recepção e atendimento as necessidades de clientes; Realizar vendas de produtos; Orientar os clientes na escolha de produtos para presentes, da cafeteria e da sorveteria; Realizar atendimento telefônico e responder às dúvidas e recepção de clientes; Preparar Bebidas da Cafeteria e da Sorveteria; Cadastrar informações de clientes em sistema interno; Manter a organização e limpeza da loja; Auxiliar na reposição de produtos nas prateleiras e organização e limpeza do estoque; Ensino médio completo; Experiência em atendimento ao cliente; Conhecimento básico em informática; Boa comunicação e habilidades interpessoais; Muita vontade de aprender sempre;Disponibilidade para trabalhar em horários flexíveis, incluindo sábados, além de pontualmente domingos e feriados.",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/operador-de-loja-vendedor-at-cacau-show-3605344186?refId=6Zb1Glb2%2BIRboP0TC0yDVg%3D%3D&trackingId=Rhr5rouOLYgSFDjti7BvLw%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card,http://www.cacaushow.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Markt Club,Gerente Comercial,Brasília,Brasil,IT System Training and Support,Full-time,On-site,"Atividades "" Organizar as operações dos setores de sua responsabilidade e distribuir as responsabilidades aos gerentes de contas "" Monitorar e lidar com o relacionamento dos gerentes de contas com os clientes para manter a reputação da empresa "" Manter-se a par das tendências do mercado para determinar a necessidade de melhorias dos setores de sua responsabilidade. "" Analisar relatórios de vendas e faturamento e fazer previsões. "" Liderar times de gerentes de contas, "" Relacionar com outras áreas, como a comunicação, TI e Convênios "" Manter e garantir que os gerentes mantenham relacionamento com o cliente "" Garantir o relacionamento e serviços aos acompanhando os respectivos resultados. "" Atuar em campanhas de venda e negociação com clientes. "" Disponibilidade para viagens. Requisitos "" Desejável vivência como Gerente comercial em empresa no segmento tecnológico. "" Ter habilidade na gestão de pessoas e comercial. "" Conhecimento comercial: analítico e familiaridade com princípios de análise de dados. "" Resolução de problemas. Seus desafios serão "" Elaborar e/ou acompanhar a previsão de vendas e volumes bem como desenvolver canais de vendas; "" Elaborar e gerenciar ações comerciais; "" Definir a estratégia de atuação do time de gerente comercial, estabelecendo metas e objetivos comerciais; "" Estabelecer alvos de clientes e canais para ações comerciais prioritárias e dirigidas; "" Monitorar os movimentos de mercado, elaborando planos de ação para combater à concorrência; "" Analisar indicadores de desempenho de vendas, despesas, rentabilidade e produtividade; "" Visão geral do processo de vendas; "" Profundo conhecimento do mercado; Diferencial "" Experiência com gerenciamento de contas e ou relacionamento com o cliente; "" Perfil gerencial "" Experiência com empresas de serviços; "" Experiência na área comercial; "" Inglês mínimo intermediário O que faz a empresa? O Markt Club é um programa de benefícios reconhecido mundialmente. Atualmente conta com mais de 5 milhões de usuários titulares, espalhados em mais de 100 clientes. A sua função será prospectar novos clientes e gerenciar a sua própria carteira, dando suporte, participando de reuniões, acompanhando eventos, prestando atendimento e, mais do que tudo, pensar estrategicamente na prevenção de eventuais problemas. Melhor do que resolver problema, é não o deixar acontecer. Se você tem esse perfil, você é muito bem-vindo.",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/gerente-comercial-at-markt-club-3605330660?refId=6Zb1Glb2%2BIRboP0TC0yDVg%3D%3D&trackingId=2bOLVJwRnGKwqcD5zx6QLg%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card,http://www.marktclub.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Schneider Electric,Marketing Communications Head Chile,Providencia,Chile,"Appliances, Electrical, and Electronics Manufacturing",Full-time,On-site,"We are seeking an experienced and dynamic Marketing Communications (Marcom) Head to join our team. As the Marcom Head, you will be responsible for developing and implementing strategic marketing plans that drive brand awareness, customer engagement, and revenue growth. You will work closely with cross-functional teams, including product, sales, and creative, to develop and execute marketing initiatives across multiple channels.
Key Responsibilities:
Develop and execute strategic marketing plans to drive brand awareness, customer engagement, and revenue growth
Work collaboratively with cross-functional teams to ensure marketing initiatives align with overall business objectives
Develop and manage the marketing budget, ensuring effective allocation of resources
Develop and execute content marketing strategies, including website content, thought leadership, and social media
Plan and execute digital marketing campaigns, including SEO, SEM, PPC, and email marketing
Develop and execute event marketing strategies, including trade shows, sponsorships, and webinars
Develop and execute public relations strategies, including media relations, thought leadership, and crisis communications
Monitor and analyze marketing performance metrics, making data-driven recommendations for continuous improvement
Stay current with industry trends and best practices, and apply them to marketing strategies and tactics
Qualifications:
Bachelor's degree in marketing, communications, or a related field; MBA preferred
Minimum 8-10 years of experience in marketing communications, with at least 3 years in a management role
Proven track record of developing and executing successful marketing campaigns that drive revenue growth
Strong understanding of digital marketing channels, including SEO, SEM, PPC, and email marketing
Experience with event marketing, including trade shows, sponsorships, and webinars
Experience with public relations, including media relations, thought leadership, and crisis communications
Excellent written and verbal communication skills, with the ability to communicate effectively with internal and external stakeholders
Strong analytical skills, with the ability to analyze data and make data-driven recommendations for continuous improvement
Ability to work collaboratively with cross-functional teams, and to manage multiple projects and priorities simultaneously
Advanced English",Salary not mentioned,10,12/05/2023,https://cl.linkedin.com/jobs/view/marketing-communications-head-chile-at-schneider-electric-3603584047?refId=6Zb1Glb2%2BIRboP0TC0yDVg%3D%3D&trackingId=u9ZS%2BuiTciPtUOBvsIxqPg%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card,http://www.schneiderelectric.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Escola SAGA,Agente de Atendimento - Tatuapé,São Paulo,Brasil,Professional Training and Coaching,Full-time,On-site,"Responsável por atender e acompanhar o processo de relacionamento, presencial ou online, identificando as necessidades e prestando orientações de acordo com a necessidade para satisfação dos clientes. Compreende a jornada do aluno, identificando pontos relevantes no processo de relacionamento com os clientes.

Requisitos

Estudos

Ensino Médio (2º Grau)

Benefícios

Bolsa Saga

Plano de Saúde

Seguro de Vida

Vale Transporte

Vale Combustível

Vale Alimentção",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/agente-de-atendimento-tatuap%C3%A9-at-escola-saga-3603579457?refId=6Zb1Glb2%2BIRboP0TC0yDVg%3D%3D&trackingId=etIwX%2FrhkTsnx0IwYqGsuQ%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card,http://www.escolasaga.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Seconci,HRC - Controlador de Acesso,Cotia,Brasil,Nursing Homes and Residential Care Facilities,Full-time,On-site,"Somos mais de 12 mil colaboradores e convivemos em uma instituição que valoriza o trabalhador e a diversidade. Ética, respeito e excelência na gestão fazem parte da missão do Seconci-SP. Temos como princípio oferecer um atendimento humanizado e de qualidade, pois trabalhamos com um bem extremamente precioso: a Saúde.Venha trabalhar conosco e fazer parte de uma equipe que tem o compromisso de salvar vidas e construir o Brasil. Controlar o acesso de pessoas, recebendo e orientando o públicoidentificar colaboradores, clientes, fornecedores e/ou visitantesreceber correspondênciaszelar pela ordem dentro das dependências da instituiçãoregistrar ocorrências. Ensino médio completoExperiência de 06 meses no cargo",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/hrc-controlador-de-acesso-at-seconci-3605330659?refId=6Zb1Glb2%2BIRboP0TC0yDVg%3D%3D&trackingId=GJF%2B577%2BeytPYq8PjJv61w%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card,http://www.seconci.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Alpha Secure,LIDER PORTARIA,Greater São Paulo Area,Unknown,Photography,Full-time,On-site,"Profissional habilitado a desempenhar todas as atividades de uma portaria, ser responsável por toda a gestão do controle de acesso externo ao empreendimento. Ser atento e dinâmico com todos os acessos do prédio que trabalhando, encaminha, identifica e orienta as pessoas. - ENSINO MÉDIO COMPLETO - EXPERIÊNCIA REGISTRADA DE NO MINIMO 6 MESES EM CARTEIRA.",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/lider-portaria-at-alpha-secure-3605348038?refId=6Zb1Glb2%2BIRboP0TC0yDVg%3D%3D&trackingId=biN4ZeEz%2BzxH1P8V1WuFiw%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card,http://www.alphasecureltd.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Diretor(a) Pedagógico,São Bernardo do Campo,Brasil,Secretarial Schools,Full-time,On-site,"Coordenar, planejar e acompanhar junto com a equipe pedagógica os planos de ensino e processos pedagógicos. Administrar o cotidiano escolar, desenvolver os calendários, participar do planejamento, execução das reuniões pedagógicas, conselhos de classe e reuniões de pais. Formação em Pedagogia. Desejável: Especialização em Gestão Escolar, Psicopedagogia e/ou similar. Conhecimento em sistemas e aplicativos de comunicação escolar.",Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/diretor-a-pedag%C3%B3gico-at-confidencial-3605334012?refId=6Zb1Glb2%2BIRboP0TC0yDVg%3D%3D&trackingId=NjmGYzIH0owngiVlAz6xug%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Gazin,CAIXA - FILIAL 220,Douradina,Brasil,Reupholstery and Furniture Repair,Full-time,On-site,"Responsável por fazer a abertura e o fechamento de caixa, processar e receber o pagamento e emitir notas fiscais. Além das tarefas administrativas, atua diretamente no atendimento ao cliente. Gerar o fundo de reserva para servir de troco na operação de compra e recebimento dos clientes Realizar atendimento ao cliente Auxiliar na conferência de estoque Gerir, conferir, organizar e realizar o fechamento do caixa Manter a limpeza e abastecimento de produtos do local Auxiliar na organização do layout da loja Auxiliar no processo de venda Realizar a emissão de NF Organizar documentos gerais e pagamentos da loja Gerir processos e realizar tarefas de controle administrativo geral Outras atividades afins.",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/caixa-filial-220-at-gazin-3605342394?refId=6Zb1Glb2%2BIRboP0TC0yDVg%3D%3D&trackingId=0zFPn%2ByQwrs065nbdXCztQ%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card,http://www.gazin.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Analista Financeiro - Contas a Pagar,Rio de Janeiro,Brasil,Online Audio and Video Media,Full-time,On-site,"Envio e retorno de arquivos e instruções bancárias; Envio de segunda via de boletos bancários; Envio de segunda via de notas fiscais; Verificar prorrogação de vencimento; Realizar o cancelamento de notas fiscais no contas a receber; Realizar lançamentos relacionados ao contas a receber, fazendo a identificação, validando a classificação e baixa de recebimentos; Garantir o recebimento dos benefícios dos Programas de Canais dos Fornecedores; Verificar discrepâncias, na conciliação de retornos e pagamentos, além de resolver os problemas de faturamento dos clientes (BOLETOS COM PROBLEMAS); Realizar conciliação bancária, com o alinhamento do saldo bancário entre o banco e o sistema ERP; Controle e baixas de devoluções, controle de créditos pendentes não identificados; Realiza cobrança de débitos em aberto, com a negociação e recuperação junto aos inadimplentes; Realiza os procedimentos de restrição e baixa de restrição de crédito para clientes inadimplentes; Realizar o Envio de Mensagem de Texto, Mensagem de Voz, E-mail e WhatsApp para alimentar a Régua de Cobrança; Controla o Fluxo de demanda do Canal de Serviços para Clientes Inadimplentes em Contratos; Estruturação e acompanhamento da régua de cobrança; Desenvolver relatório de Aging, com análise e acompanhamento. Experiência na função. Superior completo ou cursando em Administração, Ciências Contábeis ou áreas correlatas.",Salary not mentioned,No Experience mentioned,21/04/2023,https://br.linkedin.com/jobs/view/analista-financeiro-contas-a-pagar-at-confidencial-3605316748?refId=qOv8suUUqSgbiJvQR6Dasw%3D%3D&trackingId=HNmPcdgl12%2FJhXZiroe4tA%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Agaxtur Viagens,Emissor Nacional e Internacional,Greater São Paulo Area,Unknown,Hotels and Motels,Internship,On-site,"Atuará em projetos de eventos corporativos, com a operacionalização total dos processos aéreos (cotações, reservas, negociação de tarifas, logística de malha aérea, controle de prazos e pagamentos); contato com as Cias. Aéreas durante o evento/venda (inclusive pré e pós); acompanhamento de eventos ""In Loco"" para garantir que tudo saia de acordo com o esperado pelo cliente. Atuará em projetos de eventos corporativos, com a operacionalização total dos processos aéreos (cotações, reservas, negociação de tarifas, logística de malha aérea, controle de prazos e pagamentos); contato com as Cias. Aéreas durante o evento/venda (inclusive pré e pós); acompanhamento de eventos ""In Loco"" para garantir que tudo saia de acordo com o esperado pelo cliente.",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/emissor-nacional-e-internacional-at-agaxtur-viagens-3605343328?refId=qOv8suUUqSgbiJvQR6Dasw%3D%3D&trackingId=vJBmIoTDa9ZQYVP4dEoh0g%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card,http://www.agaxturviagens.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Assen Advocacia,Assistente Administrativo,Brasília,Brasil,Law Practice,Full-time,On-site,"O escritório Assen Advocacia contrata Assistente Administrativo para exercer as seguintes atividades: ""Atendimento ao cliente; ""Gestão de documentos; ""Organização de agendas e compromissos; ""Diligências externas ""Auxiliar a equipe nas demais demandas administrativas. São requisitos: ""Ensino médio completo; ""Boa redação; ""Conhecimento básico Word, Excel e Power Point.",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/assistente-administrativo-at-assen-advocacia-3605338043?refId=qOv8suUUqSgbiJvQR6Dasw%3D%3D&trackingId=%2B8o3d1%2BLSxdKErMXSWgSaQ%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card,http://www.assenadv.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Invitalia,Junior rapporti istituzionali e con gli utenti,Rome,Italia,Telecommunications,Full-time,On-site,"INFRATEL è la società di scopo del Gruppo INVITALIA ed è il soggetto attuatore del Piano nazionale Banda Larga e del Progetto Strategico Banda Ultra Larga con l’obiettivo di favorire il più possibile lo sviluppo socio-economico delle aree coinvolte e del Paese nel suo complesso.

INFRATEL, inoltre, ai sensi di una Convenzione sottoscritta tra la Presidenza del Consiglio dei Ministri – DIPARTIMENTO PER LA TRASFORMAZIONE DIGITALE, INVITALIA e INFRATEL, è il soggetto attuatore della Proposta Operativa relativa ai sub-investimenti compresi nell’investimento 3 “Reti ultraveloci” della Missione 1 – Componente 2 del Piano Nazionale di Ripresa e Resilienza per l’Italia (PNRR).

Posizione:

La risorsa individuata supporterà il responsabile nelle attività dei rapporti istituzionali riferite ai diversi Piani Operativi compresi nell’investimento 3 “Reti Ultra veloci” della missione 1 – componente 2 del PNRR per garantire il necessario supporto per l’intera durata del PNRR.

In particolare, sarà coinvolta nelle attività di:
predisposizione di comunicazioni istituzionali e non, calibrate in base all’ interlocutore garantendo la coerenza con gli obiettivi e la mission dei piani;
produzione e revisione di presentazioni, report e altri documenti per riunioni e meeting di carattere istituzionale;
monitoraggio dei lavori di enti e associazioni, dell’attività singola dei parlamentari di interesse, della stampa e dei policy makers ai fini della individuazione di emendamenti, atti di sindacato ispettivo, progetti di legge, decreti-legge, ordinanze, circolari di interesse per la Divisione;
aggiornamento del portale web dedicato ai piani.
Requisiti:

Il candidato ideale deve essere in possesso di:
laurea in Giurisprudenza, Economia, Scienze politiche o equivalente;
attestazione o partecipazione a corsi/seminari di approfondimento/Master sulle tematiche di comunicazione, media e relazioni pubbliche con approccio istituzionale ed internazionale;
può costituire requisito preferenziale aver maturato un’ esperienza maggiore di un anno in ambito di comunicazione/ufficio stampa o in ruoli similari in contesti istituzionali o grandi società di consulenza e/o lobbying;
esperienza maggiore di un anno in ambito di comunicazione/ufficio stampa o in ruoli similari in contesti istituzionali o grandi società di consulenza e/o lobbying;
competenze in materia di comunicazione digitale/web;
disponibilità a trasferte;
capacità organizzative e di pianificazione delle attività per obiettivi.
Altre informazioni:

Conoscenze informatiche:
ottima conoscenza del pacchetto Microsoft Office, in particolare di WordPress, G Suite, Canva;
tools per la creazione di contenuti e utilizzo professionale social media
Conoscenze linguistiche:
ottima conoscenza della lingua inglese scritta e parlata.
Profilo ricercato: INFPNRR021 Junior rapporti istituzionali e con gli utenti

Sede di lavoro: Roma

Tipologia e Durata contratto: tempo determinato fino al 30 giugno 2026

Numero risorse ricercate: 1",Salary not mentioned,No Experience mentioned,12/05/2023,https://it.linkedin.com/jobs/view/junior-rapporti-istituzionali-e-con-gli-utenti-at-invitalia-3605325009?refId=qOv8suUUqSgbiJvQR6Dasw%3D%3D&trackingId=PYv11XDwNDgbenSjECtMNA%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card,http://www.invitalia_2.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Excel Recruitment,Head of Buying – Foodservice - Spain,Elche,España,"Food and Beverage Services, Retail Groceries, and Retail",Full-time,On-site,"Head of Buying – Foodservice - Spain
My client, one of Europe’s market leading food clients is seeking an experienced Head of Buying to join their team in Elche, Spain. Reporting directly to the Commercial Director, the successful candidate will optimise the sales, profit, and market share for the company. This role is ideally suited to someone with a strong foodservice buying background who would like to learn in a new, complex, and fast-moving industry. Full Spanish and English proficiency are essential for this role.

The suitable candidate must have foodservice experience. Please note all applications must be submitted in English.

Package
• Salary – very competitive doe
• Bonus
• Pension
• Additional generous benefits package
• Agile working

Responsibilities of this job include:
• Devise and implement an appropriate trading strategy for the category using a robust category planning process to achieve sustainable long-term revenue, margin, quality, and market share growth targets in line with the overall business strategy.
• Work with the commercial buyers, logistic team, and wholesale team to ensure excellent communication, implementation and continued compliance to category and range plans in each of the 19 cash and carries.
• Manage the promotional activity for the category to ensure that it is in line with the category strategy, better offer better buying promotional guidelines, brand positions, delivering optimum profit return.
• Manage, according to the commercial price policy, all pricing activity including cost negotiations, discounts, bonuses, rebates, special offers and promotional activity support.
• Monitoring the quality of all goods procured in accordance with safety and quality standards and taking appropriate steps to avoid quality issues and reduce business risk.
• Develop excellent long term supplier relations through the implementation of Joint Business Planning and through the development of category partners for each category.
• Develop Own Brand products from concept through to commercial launch in conjunction with cross-functional teams.
• Develop a people plan to ensure we have the skills and experience in the commercial team to deliver the Foodservice growth plan.

Requirements for this job include:
• Business Degree or equivalent.
• Proficiency in the Spanish language at business level.
• At least 5 years’ experience of Food Service Sector within the Spanish wholesale and foodservice industries.
• Sound category management experience and a demonstrable ability to identify consumer trends and insights.
• Strong commercial acumen and ability to interpret a P&L.
• Excellent written and verbal communication skills.
• Able to lead, motivate and develop a team of people.

Aoife McCaul is handling the recruitment for this role in complete confidentiality. Please upload your CV below and she will be in touch should you have the correct experience for the position. For more jobs like this, please visit the Excel Recruitment website or call Aoife McCaul 01 871 7613 for more information. Unfortunately, due to volume only suitable applicants can be contacted.",Salary not mentioned,No Experience mentioned,12/05/2023,https://es.linkedin.com/jobs/view/head-of-buying-%E2%80%93-foodservice-spain-at-excel-recruitment-3605312465?refId=qOv8suUUqSgbiJvQR6Dasw%3D%3D&trackingId=jcptdl907A5MOp%2Fvbc8Q%2BA%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card,http://www.excelrecruitment.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Alchemy Global Talent Solutions,Gallery Assistant/Researcher,London,United Kingdom,Artists and Writers,Full-time,On-site,"Alchemy is partnering with a fantastic London gallery and supporting their team expansion. We are seeking a passionate and driven candidate to join as a Gallery Assistant and Researcher.
Duties:
Work with the artistic director to plan the gallery programme; coordinate curatorial information and communications between the director, curators, and artists; and deliver research materials for press office use while meeting multiple deadlines.
Research tasks pertaining to artists, exhibitions, and events for internal and external projects.
Prepare papers for press and exhibition use, such as artwork image credits, artist biographies, and artist portfolios.
Conduct artist liaison activities such as organising the approval process between the artistic director and artists/consigning galleries to deliver final approval to the press office.
Proofread written material written by the artistic director, curator, and head of press.
Performing market research on the art market to learn about auctions, artists, and trends, among other things.
Requirements:
Previous experience working in a similar role within a gallery/similar industry is beneficial.
A degree in a Fine Art-related field is preferred.
Excellent written and verbal communication skills, with proven ability to increase clientele.
Extensive knowledge of the Fine Art industry is beneficial.
Professional, motivated, and organised individual who can work in a fast-paced environment.
If this sounds like the position for you, reach out!",Salary not mentioned,No Experience mentioned,12/05/2023,https://uk.linkedin.com/jobs/view/gallery-assistant-researcher-at-alchemy-global-talent-solutions-3605313879?refId=qOv8suUUqSgbiJvQR6Dasw%3D%3D&trackingId=bGhTnZ7VJBDN%2B5DiZZ6z4A%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card,http://www.alchemyglobaltalentsolutions.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
